label,merged_label,latitude,longitude,year,example_path
Oil palm plantation,Plantation,0.1117278171593349,111.6226828586063,2008,examples/0.1117278171593349_111.6226828586063
Small-scale agriculture,Smallholder agriculture,-1.490713358861576,100.7116732031579,2004,examples/-1.490713358861576_100.7116732031579
Small-scale agriculture,Smallholder agriculture,-3.1184220188963865,101.84394075296154,2006,examples/-3.1184220188963865_101.84394075296154
Secondary forest,Other,-3.471247765304107,135.18980272688552,2015,examples/-3.471247765304107_135.18980272688552
Other large-scale plantations,Plantation,-1.7563940693477258,113.00500275371799,2007,examples/-1.7563940693477258_113.00500275371799
Timber plantation,Plantation,0.8918908998984899,100.6881424632886,2004,examples/0.8918908998984899_100.6881424632886
Small-scale agriculture,Smallholder agriculture,-2.9640669325985844,119.098532614984,2015,examples/-2.9640669325985844_119.098532614984
Other large-scale plantations,Plantation,1.9667748944355967,117.21707616059449,2013,examples/1.9667748944355967_117.21707616059449
Small-scale agriculture,Smallholder agriculture,-0.21329539101939984,109.5629566309416,2001,examples/-0.21329539101939984_109.5629566309416
Oil palm plantation,Plantation,2.0749069035707395,98.31916365752888,2006,examples/2.0749069035707395_98.31916365752888
Fish pond,Other,2.978741339322272,117.46911890105544,2003,examples/2.978741339322272_117.46911890105544
Oil palm plantation,Plantation,-0.002226324002905013,109.97159881327198,2009,examples/-0.002226324002905013_109.97159881327198
Grassland shrubland,Grassland shrubland,-0.8242399135743939,109.29559164657059,2016,examples/-0.8242399135743939_109.29559164657059
Grassland shrubland,Grassland shrubland,1.747919122370028,98.69534029119309,2013,examples/1.747919122370028_98.69534029119309
Small-scale oil palm plantation,Smallholder agriculture,2.00346465566772,100.539409899191,2009,examples/2.00346465566772_100.539409899191
Grassland shrubland,Grassland shrubland,0.680536940055559,128.2394702112091,2015,examples/0.680536940055559_128.2394702112091
Timber plantation,Plantation,2.4099299396066742,98.55949550401598,2006,examples/2.4099299396066742_98.55949550401598
Logging,Other,-0.8077158721928104,113.17505955355357,2013,examples/-0.8077158721928104_113.17505955355357
Oil palm plantation,Plantation,-2.2088968325399336,100.93472312180376,2003,examples/-2.2088968325399336_100.93472312180376
Timber plantation,Plantation,1.1504947642642795,109.63158283102013,2009,examples/1.1504947642642795_109.63158283102013
Oil palm plantation,Plantation,-2.3430615292656314,111.33204012815732,2005,examples/-2.3430615292656314_111.33204012815732
Oil palm plantation,Plantation,-2.203298648296125,111.2342269243313,2012,examples/-2.203298648296125_111.2342269243313
Grassland shrubland,Grassland shrubland,-1.899875608170343,110.13542235125472,2015,examples/-1.899875608170343_110.13542235125472
Logging,Other,-3.2334545695840284,133.42393945712757,2015,examples/-3.2334545695840284_133.42393945712757
Secondary forest,Other,1.4147245214729025,100.6573804235403,2013,examples/1.4147245214729025_100.6573804235403
Timber plantation,Plantation,-3.1635131132255494,118.86697383994455,2007,examples/-3.1635131132255494_118.86697383994455
Timber plantation,Plantation,1.4586745350201986,117.06257669442051,2010,examples/1.4586745350201986_117.06257669442051
Oil palm plantation,Plantation,0.42307238158285737,102.099603834854,2010,examples/0.42307238158285737_102.099603834854
Logging,Other,-1.537165545518943,132.53303152033502,2015,examples/-1.537165545518943_132.53303152033502
Small-scale oil palm plantation,Smallholder agriculture,0.9089696104716312,101.78382310731483,2004,examples/0.9089696104716312_101.78382310731483
Small-scale oil palm plantation,Smallholder agriculture,-1.026218738822909,101.83953404220192,2009,examples/-1.026218738822909_101.83953404220192
Other,Other,-3.61109711611997,134.28295344756685,2006,examples/-3.61109711611997_134.28295344756685
Oil palm plantation,Plantation,0.7261739926740203,102.0131451684093,2010,examples/0.7261739926740203_102.0131451684093
Small-scale mixed plantation,Smallholder agriculture,-4.152188644407623,121.71299835678634,2009,examples/-4.152188644407623_121.71299835678634
Grassland shrubland,Grassland shrubland,2.41825274644842,99.56578419715514,2012,examples/2.41825274644842_99.56578419715514
Timber plantation,Plantation,0.8469968501434078,102.26999868569136,2002,examples/0.8469968501434078_102.26999868569136
Oil palm plantation,Plantation,-0.6794431323099848,102.37452506105619,2013,examples/-0.6794431323099848_102.37452506105619
Small-scale oil palm plantation,Smallholder agriculture,2.2587077380148743,98.11154932559526,2006,examples/2.2587077380148743_98.11154932559526
Mining,Other,-2.681840690458755,107.80767064670373,2012,examples/-2.681840690458755_107.80767064670373
Small-scale agriculture,Smallholder agriculture,1.169528940118172,101.52331862472788,2006,examples/1.169528940118172_101.52331862472788
Small-scale agriculture,Smallholder agriculture,0.2444259416073659,99.77885035946142,2011,examples/0.2444259416073659_99.77885035946142
Small-scale agriculture,Smallholder agriculture,0.17832187530746604,99.95123873376822,2006,examples/0.17832187530746604_99.95123873376822
Oil palm plantation,Plantation,-2.1388356972909737,100.86659709230776,2005,examples/-2.1388356972909737_100.86659709230776
Small-scale mixed plantation,Smallholder agriculture,-1.9626240528196968,105.3372199554783,2008,examples/-1.9626240528196968_105.3372199554783
Small-scale agriculture,Smallholder agriculture,0.9017650653596792,114.04249524978151,2016,examples/0.9017650653596792_114.04249524978151
Grassland shrubland,Grassland shrubland,-0.9782308558452903,110.18301896985152,2015,examples/-0.9782308558452903_110.18301896985152
Small-scale oil palm plantation,Smallholder agriculture,2.3365949974555282,97.9136669399242,2009,examples/2.3365949974555282_97.9136669399242
Small-scale agriculture,Smallholder agriculture,-0.88839100641783,119.61996481062944,2010,examples/-0.88839100641783_119.61996481062944
Grassland shrubland,Grassland shrubland,0.4713424793434545,109.14614245373608,2012,examples/0.4713424793434545_109.14614245373608
Oil palm plantation,Plantation,1.4231330960147803,100.3876488766913,2006,examples/1.4231330960147803_100.3876488766913
Timber plantation,Plantation,5.014370214816088,96.752121743458,2014,examples/5.014370214816088_96.752121743458
Secondary forest,Other,-1.9534646957781183,124.54710222980783,2014,examples/-1.9534646957781183_124.54710222980783
Other,Other,-2.2439934466190348,136.40216005118032,2007,examples/-2.2439934466190348_136.40216005118032
Fish pond,Other,-2.6576298325405032,121.08912508015214,2011,examples/-2.6576298325405032_121.08912508015214
Logging,Other,-1.5842713490639269,112.08085378865637,2014,examples/-1.5842713490639269_112.08085378865637
Timber plantation,Plantation,-0.11099257898099556,101.48569430544022,2008,examples/-0.11099257898099556_101.48569430544022
Oil palm plantation,Plantation,0.8600215173715303,99.07604608506195,2010,examples/0.8600215173715303_99.07604608506195
Timber plantation,Plantation,1.8784595932738293,101.19332126450979,2011,examples/1.8784595932738293_101.19332126450979
Timber plantation,Plantation,1.2895405921722216,109.87159248886744,2009,examples/1.2895405921722216_109.87159248886744
Small-scale mixed plantation,Smallholder agriculture,-0.5877467980241581,102.82539568322431,2009,examples/-0.5877467980241581_102.82539568322431
Small-scale agriculture,Smallholder agriculture,-3.2781554276192004,102.4699261442297,2008,examples/-3.2781554276192004_102.4699261442297
Timber plantation,Plantation,-2.0673134912810296,116.14499540784094,2012,examples/-2.0673134912810296_116.14499540784094
Grassland shrubland,Grassland shrubland,-6.350944654502437,138.50397976246978,2015,examples/-6.350944654502437_138.50397976246978
Grassland shrubland,Grassland shrubland,-2.8554642029440496,111.03947730396456,2015,examples/-2.8554642029440496_111.03947730396456
Oil palm plantation,Plantation,-0.8456505305965698,128.31840273730327,2016,examples/-0.8456505305965698_128.31840273730327
Small-scale agriculture,Smallholder agriculture,-1.0391939761950673,102.23899007426485,2015,examples/-1.0391939761950673_102.23899007426485
Grassland shrubland,Grassland shrubland,-0.9199641024698234,109.90377389569441,2015,examples/-0.9199641024698234_109.90377389569441
Timber plantation,Plantation,-1.4877602269307222,103.0085181772502,2016,examples/-1.4877602269307222_103.0085181772502
Grassland shrubland,Grassland shrubland,-2.932014358276014,111.64048714686821,2015,examples/-2.932014358276014_111.64048714686821
Timber plantation,Plantation,4.187354781086748,96.50903778013685,2013,examples/4.187354781086748_96.50903778013685
Grassland shrubland,Grassland shrubland,-1.3084777100126748,121.60930200311914,2015,examples/-1.3084777100126748_121.60930200311914
Oil palm plantation,Plantation,2.5543020227207265,100.2380708582538,2010,examples/2.5543020227207265_100.2380708582538
Grassland shrubland,Grassland shrubland,-4.993862278881021,105.7416717220144,2012,examples/-4.993862278881021_105.7416717220144
Oil palm plantation,Plantation,-1.3918416683384134,122.39448331419096,2010,examples/-1.3918416683384134_122.39448331419096
Grassland shrubland,Grassland shrubland,2.9604553413362162,97.47972688138077,2012,examples/2.9604553413362162_97.47972688138077
Small-scale agriculture,Smallholder agriculture,-8.34441742336356,117.89285632254385,2004,examples/-8.34441742336356_117.89285632254385
Oil palm plantation,Plantation,0.7642861462509227,99.06690102002376,2004,examples/0.7642861462509227_99.06690102002376
Fish pond,Other,2.780133178473374,117.61170288049486,2001,examples/2.780133178473374_117.61170288049486
Mining,Other,-3.1776804626673365,107.65969731631829,2009,examples/-3.1776804626673365_107.65969731631829
Oil palm plantation,Plantation,1.25065612205422,98.87421398653784,2010,examples/1.25065612205422_98.87421398653784
Small-scale agriculture,Smallholder agriculture,-4.354861867833457,103.7283786678565,2008,examples/-4.354861867833457_103.7283786678565
Other,Other,-2.375505131015227,110.15439425333791,2014,examples/-2.375505131015227_110.15439425333791
Small-scale agriculture,Smallholder agriculture,-2.496339291891329,114.52050553641622,2016,examples/-2.496339291891329_114.52050553641622
Other large-scale plantations,Plantation,-3.311112443866465,114.19374593499022,2014,examples/-3.311112443866465_114.19374593499022
Small-scale agriculture,Smallholder agriculture,-4.212356271803468,122.13325582035787,2004,examples/-4.212356271803468_122.13325582035787
Small-scale agriculture,Smallholder agriculture,-2.9468747503129262,101.744909548432,2010,examples/-2.9468747503129262_101.744909548432
Timber plantation,Plantation,-0.4171322005250795,109.87070690152213,2014,examples/-0.4171322005250795_109.87070690152213
Small-scale oil palm plantation,Smallholder agriculture,-1.7939394498990482,103.95594220342643,2005,examples/-1.7939394498990482_103.95594220342643
Oil palm plantation,Plantation,-1.0639086742522916,110.52204765753456,2011,examples/-1.0639086742522916_110.52204765753456
Secondary forest,Other,-1.8314960403160767,116.00762984984102,2015,examples/-1.8314960403160767_116.00762984984102
Other large-scale plantations,Plantation,-4.36295538715761,136.64588197091481,2016,examples/-4.36295538715761_136.64588197091481
Other,Other,-2.2965898638769566,114.78677984686796,2002,examples/-2.2965898638769566_114.78677984686796
Oil palm plantation,Plantation,4.049780520383002,117.17501779477163,2005,examples/4.049780520383002_117.17501779477163
Small-scale agriculture,Smallholder agriculture,-1.0944623441971468,113.78492579994236,2009,examples/-1.0944623441971468_113.78492579994236
Small-scale oil palm plantation,Smallholder agriculture,-1.4407020782172888,101.80738484256727,2011,examples/-1.4407020782172888_101.80738484256727
Grassland shrubland,Grassland shrubland,1.1355194382203897,101.06993450653358,2012,examples/1.1355194382203897_101.06993450653358
Small-scale agriculture,Smallholder agriculture,2.1052922895230903,100.47794413510701,2005,examples/2.1052922895230903_100.47794413510701
Timber plantation,Plantation,-1.924599548126743,103.91596325635292,2009,examples/-1.924599548126743_103.91596325635292
Small-scale mixed plantation,Smallholder agriculture,-1.0517253525621792,101.83979763828951,2007,examples/-1.0517253525621792_101.83979763828951
Small-scale agriculture,Smallholder agriculture,0.5836460293057096,101.3571521412998,2003,examples/0.5836460293057096_101.3571521412998
Mining,Other,-0.0966519886688393,102.37573778668975,2003,examples/-0.0966519886688393_102.37573778668975
Small-scale oil palm plantation,Smallholder agriculture,1.0179240838267192,100.68295628791316,2005,examples/1.0179240838267192_100.68295628791316
Small-scale oil palm plantation,Smallholder agriculture,2.132358338364267,100.51001191906971,2009,examples/2.132358338364267_100.51001191906971
Small-scale agriculture,Smallholder agriculture,0.14678691096264454,102.52285287626484,2007,examples/0.14678691096264454_102.52285287626484
Oil palm plantation,Plantation,4.092987264011047,116.9797565788967,2015,examples/4.092987264011047_116.9797565788967
Small-scale agriculture,Smallholder agriculture,3.6486163593211214,97.65963644397934,2013,examples/3.6486163593211214_97.65963644397934
Grassland shrubland,Grassland shrubland,-2.225660009743318,113.77648436905615,2016,examples/-2.225660009743318_113.77648436905615
Oil palm plantation,Plantation,-1.5374344337850248,113.51387381359484,2015,examples/-1.5374344337850248_113.51387381359484
Secondary forest,Other,-7.335917781890322,131.47856584414401,2015,examples/-7.335917781890322_131.47856584414401
Oil palm plantation,Plantation,-0.018306843521418138,109.83704089999334,2009,examples/-0.018306843521418138_109.83704089999334
Small-scale agriculture,Smallholder agriculture,-2.057374382860327,103.22341616113756,2007,examples/-2.057374382860327_103.22341616113756
Small-scale agriculture,Smallholder agriculture,1.4312205192602676,99.34992958211448,2016,examples/1.4312205192602676_99.34992958211448
Small-scale agriculture,Smallholder agriculture,1.1565414462280377,101.5474461789673,2007,examples/1.1565414462280377_101.5474461789673
Oil palm plantation,Plantation,1.2191246320236218,100.06915095630801,2005,examples/1.2191246320236218_100.06915095630801
Oil palm plantation,Plantation,-7.367648688155812,140.5744225169053,2015,examples/-7.367648688155812_140.5744225169053
Other large-scale plantations,Plantation,-0.7614577287312401,128.27006218211852,2014,examples/-0.7614577287312401_128.27006218211852
Grassland shrubland,Grassland shrubland,-6.817177870811642,140.17364535476554,2016,examples/-6.817177870811642_140.17364535476554
Small-scale agriculture,Smallholder agriculture,-2.3484936272753645,119.3649459345434,2009,examples/-2.3484936272753645_119.3649459345434
Mining,Other,-1.2447023786655051,130.78800013428645,2002,examples/-1.2447023786655051_130.78800013428645
Timber plantation,Plantation,-1.5308062352178942,102.63491807916347,2007,examples/-1.5308062352178942_102.63491807916347
Other large-scale plantations,Plantation,-3.007363265736779,107.98667839175495,2015,examples/-3.007363265736779_107.98667839175495
Oil palm plantation,Plantation,-2.1320977868525044,116.30496966648285,2006,examples/-2.1320977868525044_116.30496966648285
Oil palm plantation,Plantation,-0.4994774513360261,102.62508411687651,2007,examples/-0.4994774513360261_102.62508411687651
Small-scale agriculture,Smallholder agriculture,-3.952472654585986,121.54389220406628,2014,examples/-3.952472654585986_121.54389220406628
Oil palm plantation,Plantation,-1.5179002786258893,113.65766209905054,2010,examples/-1.5179002786258893_113.65766209905054
Other large-scale plantations,Plantation,-0.17338672952911713,102.2904378947043,2005,examples/-0.17338672952911713_102.2904378947043
Timber plantation,Plantation,-0.7631673317916385,101.90644657480058,2007,examples/-0.7631673317916385_101.90644657480058
Oil palm plantation,Plantation,0.477506336959589,99.15423598773172,2008,examples/0.477506336959589_99.15423598773172
Small-scale oil palm plantation,Smallholder agriculture,-0.14656980144023574,102.01713533732868,2004,examples/-0.14656980144023574_102.01713533732868
Small-scale agriculture,Smallholder agriculture,-0.3083707071357783,101.20935711668871,2015,examples/-0.3083707071357783_101.20935711668871
Grassland shrubland,Grassland shrubland,-1.7294046730021804,114.56944473162756,2016,examples/-1.7294046730021804_114.56944473162756
Small-scale agriculture,Smallholder agriculture,-3.3868305167270223,121.10056336688751,2002,examples/-3.3868305167270223_121.10056336688751
Timber plantation,Plantation,-2.57275648566805,111.66209937630569,2005,examples/-2.57275648566805_111.66209937630569
Small-scale agriculture,Smallholder agriculture,-5.2013525169704815,122.3970744287962,2015,examples/-5.2013525169704815_122.3970744287962
Oil palm plantation,Plantation,2.6755099416477464,100.00604627463561,2006,examples/2.6755099416477464_100.00604627463561
Timber plantation,Plantation,0.15023160692442186,102.7588722588525,2007,examples/0.15023160692442186_102.7588722588525
Oil palm plantation,Plantation,-1.0340765793579745,131.52709230376033,2007,examples/-1.0340765793579745_131.52709230376033
Small-scale oil palm plantation,Smallholder agriculture,-0.3079144261867651,109.43057097322156,2012,examples/-0.3079144261867651_109.43057097322156
Logging,Other,-1.6898241406936036,124.74062179988931,2013,examples/-1.6898241406936036_124.74062179988931
Timber plantation,Plantation,0.0821419287405704,115.57005793254469,2014,examples/0.0821419287405704_115.57005793254469
Small-scale oil palm plantation,Smallholder agriculture,1.9982619954301264,100.60717957107944,2008,examples/1.9982619954301264_100.60717957107944
Grassland shrubland,Grassland shrubland,0.7512339798998314,108.99151931986029,2015,examples/0.7512339798998314_108.99151931986029
Mining,Other,-1.2956497841670098,114.08021700575381,2016,examples/-1.2956497841670098_114.08021700575381
Timber plantation,Plantation,0.7461174794873394,102.13046265366465,2005,examples/0.7461174794873394_102.13046265366465
Other large-scale plantations,Plantation,2.243241768146368,116.98206112188628,2015,examples/2.243241768146368_116.98206112188628
Oil palm plantation,Plantation,-4.347433950230847,136.67808013206738,2013,examples/-4.347433950230847_136.67808013206738
Timber plantation,Plantation,-1.1208310341897867,101.49073876497856,2013,examples/-1.1208310341897867_101.49073876497856
Timber plantation,Plantation,-2.0721553908253707,111.83956913750151,2005,examples/-2.0721553908253707_111.83956913750151
Small-scale agriculture,Smallholder agriculture,-3.5310749810514563,102.9329527761482,2015,examples/-3.5310749810514563_102.9329527761482
Oil palm plantation,Plantation,1.2917662183769485,100.17109156893636,2007,examples/1.2917662183769485_100.17109156893636
Small-scale agriculture,Smallholder agriculture,-1.3794314702076107,119.96716268078194,2011,examples/-1.3794314702076107_119.96716268078194
Small-scale agriculture,Smallholder agriculture,-3.612048543131986,102.95335451437865,2014,examples/-3.612048543131986_102.95335451437865
Timber plantation,Plantation,0.7238135446960126,122.77965980998087,2016,examples/0.7238135446960126_122.77965980998087
Other large-scale plantations,Plantation,0.11998836264899115,109.83630073550388,2008,examples/0.11998836264899115_109.83630073550388
Small-scale agriculture,Smallholder agriculture,1.9376446735722497,101.29098372239714,2007,examples/1.9376446735722497_101.29098372239714
Oil palm plantation,Plantation,-2.5665735969590897,116.15552696340988,2009,examples/-2.5665735969590897_116.15552696340988
Mining,Other,-2.175335035534223,112.48087713179443,2004,examples/-2.175335035534223_112.48087713179443
Timber plantation,Plantation,-1.217919312360231,102.46700054164506,2013,examples/-1.217919312360231_102.46700054164506
Secondary forest,Other,-1.043604832386033,102.68726153943928,2016,examples/-1.043604832386033_102.68726153943928
Small-scale agriculture,Smallholder agriculture,0.7400592190910374,122.95615286663951,2006,examples/0.7400592190910374_122.95615286663951
Grassland shrubland,Grassland shrubland,0.9384761159973752,102.22453589796943,2014,examples/0.9384761159973752_102.22453589796943
Oil palm plantation,Plantation,3.6586350003438137,117.0916919028668,2015,examples/3.6586350003438137_117.0916919028668
Other,Other,0.7050075170780382,112.65765689935932,2011,examples/0.7050075170780382_112.65765689935932
Timber plantation,Plantation,-1.6999192376978756,110.79469398710752,2013,examples/-1.6999192376978756_110.79469398710752
Oil palm plantation,Plantation,-2.565190351504808,116.14644951328079,2002,examples/-2.565190351504808_116.14644951328079
Timber plantation,Plantation,-1.5192082106149536,103.01881712408873,2008,examples/-1.5192082106149536_103.01881712408873
Oil palm plantation,Plantation,-2.17861587006991,111.19886400446907,2006,examples/-2.17861587006991_111.19886400446907
Small-scale agriculture,Smallholder agriculture,-1.7231419282259468,102.66342325642906,2011,examples/-1.7231419282259468_102.66342325642906
Timber plantation,Plantation,3.3363929589065635,117.2474884791188,2013,examples/3.3363929589065635_117.2474884791188
Grassland shrubland,Grassland shrubland,-1.8973338981900627,116.0313097178584,2014,examples/-1.8973338981900627_116.0313097178584
Secondary forest,Other,-1.9268613900904463,132.02678969573645,2014,examples/-1.9268613900904463_132.02678969573645
Oil palm plantation,Plantation,-0.4135355036167252,110.29147246401315,2008,examples/-0.4135355036167252_110.29147246401315
Grassland shrubland,Grassland shrubland,-1.1022577587549884,120.0473797228838,2014,examples/-1.1022577587549884_120.0473797228838
Oil palm plantation,Plantation,-3.782440460653662,116.11585091200192,2010,examples/-3.782440460653662_116.11585091200192
Small-scale agriculture,Smallholder agriculture,-4.4118075178875085,121.99478054763605,2004,examples/-4.4118075178875085_121.99478054763605
Small-scale agriculture,Smallholder agriculture,-2.617453641436021,106.53615669433444,2015,examples/-2.617453641436021_106.53615669433444
Small-scale mixed plantation,Smallholder agriculture,-0.7015999418785608,102.0136772013171,2006,examples/-0.7015999418785608_102.0136772013171
Grassland shrubland,Grassland shrubland,-1.0995709144052763,121.59326201056416,2016,examples/-1.0995709144052763_121.59326201056416
Grassland shrubland,Grassland shrubland,-1.2791406467079718,109.44345811565685,2016,examples/-1.2791406467079718_109.44345811565685
Oil palm plantation,Plantation,2.313797058489172,97.89259150766821,2008,examples/2.313797058489172_97.89259150766821
Small-scale agriculture,Smallholder agriculture,-8.05978496134539,113.0537909148759,2007,examples/-8.05978496134539_113.0537909148759
Small-scale agriculture,Smallholder agriculture,-5.124198188053762,122.41127409542636,2015,examples/-5.124198188053762_122.41127409542636
Timber plantation,Plantation,0.35389587089126506,102.2666626652374,2005,examples/0.35389587089126506_102.2666626652374
Small-scale agriculture,Smallholder agriculture,2.7144835187580907,99.14746215014944,2004,examples/2.7144835187580907_99.14746215014944
Small-scale mixed plantation,Smallholder agriculture,-0.2552676457459032,102.02300284126386,2013,examples/-0.2552676457459032_102.02300284126386
Timber plantation,Plantation,-1.5014807579844789,103.18510609317305,2009,examples/-1.5014807579844789_103.18510609317305
Grassland shrubland,Grassland shrubland,-1.3425694121887497,110.11039198418248,2015,examples/-1.3425694121887497_110.11039198418248
Timber plantation,Plantation,-0.5278693663729752,109.62515582104584,2016,examples/-0.5278693663729752_109.62515582104584
Timber plantation,Plantation,-0.3416777516679858,101.23138891817128,2005,examples/-0.3416777516679858_101.23138891817128
Logging,Other,-2.635638248998068,134.26734033735698,2016,examples/-2.635638248998068_134.26734033735698
Timber plantation,Plantation,-0.5123881952831708,110.25879576464656,2002,examples/-0.5123881952831708_110.25879576464656
Timber plantation,Plantation,1.3206143374241668,99.59939471003204,2013,examples/1.3206143374241668_99.59939471003204
Oil palm plantation,Plantation,-0.21831599184130585,109.15939773740708,2012,examples/-0.21831599184130585_109.15939773740708
Oil palm plantation,Plantation,-1.2466752120997224,110.4518839536068,2011,examples/-1.2466752120997224_110.4518839536068
Oil palm plantation,Plantation,0.7394174785448189,109.86299712798815,2007,examples/0.7394174785448189_109.86299712798815
Small-scale agriculture,Smallholder agriculture,0.41873677526887626,123.99656970793524,2005,examples/0.41873677526887626_123.99656970793524
Small-scale agriculture,Smallholder agriculture,1.1249001012996704,99.66901648682655,2008,examples/1.1249001012996704_99.66901648682655
Small-scale mixed plantation,Smallholder agriculture,-0.8722092692135042,102.97133125210951,2010,examples/-0.8722092692135042_102.97133125210951
Small-scale agriculture,Smallholder agriculture,2.579711320424476,100.26001449996158,2010,examples/2.579711320424476_100.26001449996158
Oil palm plantation,Plantation,1.210087103319606,100.05482714003656,2009,examples/1.210087103319606_100.05482714003656
Small-scale agriculture,Smallholder agriculture,0.099902262192163,103.66404051526432,2011,examples/0.099902262192163_103.66404051526432
Secondary forest,Other,-4.753897816308374,121.81936786957894,2016,examples/-4.753897816308374_121.81936786957894
Oil palm plantation,Plantation,0.7392734700284667,110.70223320447168,2011,examples/0.7392734700284667_110.70223320447168
Oil palm plantation,Plantation,2.1891176061235647,117.26086696031444,2008,examples/2.1891176061235647_117.26086696031444
Grassland shrubland,Grassland shrubland,-2.624204526365829,111.9666265837428,2012,examples/-2.624204526365829_111.9666265837428
Timber plantation,Plantation,-1.4321512547712143,102.91545957147386,2007,examples/-1.4321512547712143_102.91545957147386
Timber plantation,Plantation,-2.219997483497455,111.6629607793474,2002,examples/-2.219997483497455_111.6629607793474
Small-scale agriculture,Smallholder agriculture,-0.5577964206429292,114.5616091945921,2016,examples/-0.5577964206429292_114.5616091945921
Small-scale agriculture,Smallholder agriculture,-1.7784714417835052,103.98646254803404,2007,examples/-1.7784714417835052_103.98646254803404
Mining,Other,-2.6088637734892,107.87380461792057,2012,examples/-2.6088637734892_107.87380461792057
Grassland shrubland,Grassland shrubland,-0.7302999283042293,109.31191177664309,2016,examples/-0.7302999283042293_109.31191177664309
Grassland shrubland,Grassland shrubland,-3.7302808223511295,126.48872544877196,2016,examples/-3.7302808223511295_126.48872544877196
Small-scale agriculture,Smallholder agriculture,-1.7274848178502442,119.43717048338658,2013,examples/-1.7274848178502442_119.43717048338658
Secondary forest,Other,-3.523069530934205,122.09977698551684,2016,examples/-3.523069530934205_122.09977698551684
Timber plantation,Plantation,-0.02628501839624156,101.42541628238621,2007,examples/-0.02628501839624156_101.42541628238621
Oil palm plantation,Plantation,-2.031946857802582,111.57807195608082,2012,examples/-2.031946857802582_111.57807195608082
Other large-scale plantations,Plantation,0.05332093750963291,101.80689857453336,2004,examples/0.05332093750963291_101.80689857453336
Timber plantation,Plantation,-0.3779571780566259,110.40275481585728,2015,examples/-0.3779571780566259_110.40275481585728
Small-scale mixed plantation,Smallholder agriculture,-1.0419453474858973,101.89052218694651,2008,examples/-1.0419453474858973_101.89052218694651
Small-scale agriculture,Smallholder agriculture,1.3551213083313287,101.00146638389305,2010,examples/1.3551213083313287_101.00146638389305
Timber plantation,Plantation,-0.7879459972968871,101.94325054733773,2013,examples/-0.7879459972968871_101.94325054733773
Oil palm plantation,Plantation,-0.6576011623747895,102.66261477267334,2013,examples/-0.6576011623747895_102.66261477267334
Grassland shrubland,Grassland shrubland,0.9328451162658334,102.52472345325312,2014,examples/0.9328451162658334_102.52472345325312
Small-scale mixed plantation,Smallholder agriculture,2.7603252188517358,99.79947296024885,2010,examples/2.7603252188517358_99.79947296024885
Secondary forest,Other,-1.0419986475314191,122.07810547479325,2015,examples/-1.0419986475314191_122.07810547479325
Small-scale agriculture,Smallholder agriculture,3.0008825057500315,97.5515152163827,2013,examples/3.0008825057500315_97.5515152163827
Small-scale mixed plantation,Smallholder agriculture,0.6035669867781864,101.2691882917362,2005,examples/0.6035669867781864_101.2691882917362
Logging,Other,-0.8320916667580026,115.37409089258793,2015,examples/-0.8320916667580026_115.37409089258793
Small-scale agriculture,Smallholder agriculture,2.5734988219832493,98.01972837140684,2006,examples/2.5734988219832493_98.01972837140684
Other,Other,-2.9495323015498967,138.8568155481898,2010,examples/-2.9495323015498967_138.8568155481898
Other large-scale plantations,Plantation,-0.9773823635106996,114.28029930223231,2010,examples/-0.9773823635106996_114.28029930223231
Oil palm plantation,Plantation,1.4059698692745268,101.04249681995657,2012,examples/1.4059698692745268_101.04249681995657
Oil palm plantation,Plantation,1.6159409684456127,109.29965761063028,2010,examples/1.6159409684456127_109.29965761063028
Oil palm plantation,Plantation,-2.831387718711825,101.46926897031496,2008,examples/-2.831387718711825_101.46926897031496
Mining,Other,0.7359306053251022,109.0189866162808,2004,examples/0.7359306053251022_109.0189866162808
Timber plantation,Plantation,0.4962702994220665,103.01286718329928,2005,examples/0.4962702994220665_103.01286718329928
Fish pond,Other,3.369832831705428,117.25135979022413,2009,examples/3.369832831705428_117.25135979022413
Small-scale agriculture,Smallholder agriculture,1.235480086293081,99.1870374299913,2016,examples/1.235480086293081_99.1870374299913
Timber plantation,Plantation,0.3255547291216122,101.63887484650913,2009,examples/0.3255547291216122_101.63887484650913
Mining,Other,2.3465527349881024,117.54082691861029,2010,examples/2.3465527349881024_117.54082691861029
Small-scale mixed plantation,Smallholder agriculture,0.7438191254312237,120.4763775366674,2016,examples/0.7438191254312237_120.4763775366674
Other,Other,-2.3723413619015585,119.87815345636083,2016,examples/-2.3723413619015585_119.87815345636083
Small-scale mixed plantation,Smallholder agriculture,-2.504497892592942,111.64123112168377,2002,examples/-2.504497892592942_111.64123112168377
Mining,Other,-1.8261524923286407,115.81934042388781,2006,examples/-1.8261524923286407_115.81934042388781
Grassland shrubland,Grassland shrubland,0.9308653910589202,112.11972563263187,2016,examples/0.9308653910589202_112.11972563263187
Oil palm plantation,Plantation,-0.4416439518615024,102.30357920787534,2006,examples/-0.4416439518615024_102.30357920787534
Small-scale agriculture,Smallholder agriculture,-1.6135556197957142,102.6731357345504,2006,examples/-1.6135556197957142_102.6731357345504
Oil palm plantation,Plantation,-0.4207205209266541,102.2774359195583,2008,examples/-0.4207205209266541_102.2774359195583
Timber plantation,Plantation,0.18944567563382927,102.71026033736472,2004,examples/0.18944567563382927_102.71026033736472
